OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Region Index,Product  Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0003316,14-05-2018,20-05-2018,21,Wholesale,NZD,AXW291,67,1,9,6478.9,4923.96,58310.1
SO - 0004080,14-05-2018,24-05-2018,32,Distributor,NZD,AXW291,29,2,12,6217.6,2797.92,74611.2
SO - 0007303,14-05-2018,20-05-2018,36,Distributor,USD,AXW291,55,10,12,3276.3,1998.54,39315.6
SO - 0007591,14-05-2018,29-05-2018,1,Wholesale,USD,AXW291,36,1,5,5246.1,3619.81,26230.5
SO - 0001461,15-05-2018,02-06-2018,10,Wholesale,NZD,AXW291,40,9,12,5199.2,2859.56,62390.4
SO - 0003324,15-05-2018,26-05-2018,49,Wholesale,NZD,AXW291,26,7,11,247.9,173.53,2726.9
SO - 0005467,15-05-2018,23-05-2018,5,Distributor,NZD,AXW291,40,1,12,696.8,564.41,8361.6
SO - 000783,16-05-2018,21-05-2018,13,Wholesale,NZD,AXW291,79,7,11,3865.9,3092.72,42524.9
SO - 0001370,16-05-2018,03-06-2018,8,Distributor,USD,AXW291,38,2,11,3564.4,2495.08,39208.4
SO - 0001516,16-05-2018,19-05-2018,49,Wholesale,NZD,AXW291,71,7,5,3236.1,2329.99,16180.5
SO - 0001809,16-05-2018,21-05-2018,37,Wholesale,USD,AXW291,15,10,9,2546.0,1654.9,22914.0
SO - 0001857,16-05-2018,21-05-2018,12,Wholesale,NZD,AXW291,53,1,5,1152.4,944.97,5762.0
SO - 0002306,16-05-2018,28-05-2018,15,Export,GBP,AXW291,44,4,10,1701.8,1412.49,17018.0
SO - 0002870,16-05-2018,29-05-2018,34,Wholesale,USD,AXW291,95,5,5,3242.8,2529.38,16214.0
SO - 0003480,16-05-2018,03-06-2018,8,Export,USD,AXW291,38,2,6,1252.9,914.62,7517.4
SO - 0005031,16-05-2018,02-06-2018,42,Distributor,NZD,AXW291,13,7,12,964.8,530.64,11577.6
SO - 0005160,16-05-2018,19-05-2018,34,Export,USD,AXW291,97,11,5,1742.0,1480.7,8710.0
SO - 0005976,16-05-2018,30-05-2018,29,Wholesale,NZD,AXW291,64,7,7,1212.7,812.51,8488.9
SO - 0006340,16-05-2018,29-05-2018,35,Distributor,USD,AXW291,76,7,6,254.6,150.21,1527.6
SO - 0007529,16-05-2018,25-05-2018,3,Distributor,GBP,AXW291,93,11,5,5165.7,4235.87,25828.5
SO - 0007633,16-05-2018,03-06-2018,30,Distributor,USD,AXW291,100,1,7,1005.0,572.85,7035.0
SO - 0001579,17-05-2018,20-05-2018,38,Export,NZD,AXW291,48,4,10,1675.0,670.0,16750.0
SO - 0002351,17-05-2018,03-06-2018,11,Wholesale,NZD,AXW291,71,11,8,797.3,621.89,6378.4
SO - 0002701,17-05-2018,25-05-2018,3,Export,AUD,AXW291,96,1,7,5755.3,3683.39,40287.1
SO - 0003991,17-05-2018,22-05-2018,8,Distributor,USD,AXW291,54,2,8,1072.0,482.4,8576.0
SO - 0007545,17-05-2018,01-06-2018,9,Wholesale,NZD,AXW291,26,2,6,5333.2,2986.59,31999.2
SO - 0001012,18-05-2018,27-05-2018,21,Distributor,AUD,GUT930,39,7,8,1681.7,1143.56,13453.6
SO - 0001494,18-05-2018,27-05-2018,46,Wholesale,NZD,GUT930,5,2,12,234.5,136.01,2814.0
SO - 0001751,18-05-2018,27-05-2018,27,Distributor,AUD,GUT930,14,11,11,5969.7,3223.64,65666.7
SO - 0002064,18-05-2018,02-06-2018,6,Wholesale,NZD,GUT930,16,7,12,6083.6,2737.62,73003.2
SO - 0003475,18-05-2018,03-06-2018,21,Wholesale,AUD,GUT930,90,9,7,5983.1,3410.37,41881.7
SO - 0005062,18-05-2018,26-05-2018,23,Wholesale,NZD,GUT930,24,7,11,3953.0,3320.52,43483.0
SO - 0005346,18-05-2018,29-05-2018,44,Distributor,USD,GUT930,72,5,10,1085.4,759.78,10854.0
SO - 0005356,18-05-2018,23-05-2018,36,Wholesale,NZD,GUT930,19,11,8,2599.6,2105.68,20796.8
SO - 0006177,18-05-2018,30-05-2018,1,Wholesale,NZD,GUT930,69,1,5,1165.8,571.24,5829.0
SO - 000348,19-05-2018,24-05-2018,8,Distributor,USD,GUT930,42,14,9,5607.9,3476.9,50471.1
SO - 0001100,19-05-2018,31-05-2018,43,Distributor,AUD,GUT930,68,9,12,5306.4,2387.88,63676.8
SO - 0001861,19-05-2018,06-06-2018,3,Wholesale,GBP,GUT930,2,13,12,1963.1,1217.12,23557.2
SO - 0002669,19-05-2018,02-06-2018,30,Distributor,USD,GUT930,34,2,7,3953.0,2529.92,27671.0
SO - 0005764,19-05-2018,30-05-2018,29,Wholesale,USD,GUT930,24,11,10,1011.7,566.55,10117.0
SO - 0005871,19-05-2018,02-06-2018,32,Wholesale,AUD,GUT930,16,11,12,991.6,743.7,11899.2
SO - 0006057,19-05-2018,03-06-2018,45,Distributor,NZD,GUT930,99,10,9,194.3,89.38,1748.7
SO - 000125,20-05-2018,24-05-2018,15,Wholesale,NZD,GUT930,45,8,12,268.0,131.32,3216.0
SO - 000807,20-05-2018,01-06-2018,29,Wholesale,NZD,GUT930,21,9,7,998.3,439.25,6988.1
SO - 0001758,20-05-2018,23-05-2018,27,Distributor,NZD,GUT930,70,13,6,3155.7,2335.22,18934.2
SO - 0002143,20-05-2018,30-05-2018,35,Distributor,USD,GUT930,32,13,12,3959.7,3207.36,47516.4
SO - 0002319,20-05-2018,29-05-2018,34,Wholesale,NZD,GUT930,85,13,6,850.9,646.68,5105.4
SO - 0003415,20-05-2018,23-05-2018,45,Distributor,AUD,GUT930,10,7,10,3879.3,1823.27,38793.0
SO - 0005291,20-05-2018,03-06-2018,14,Wholesale,NZD,GUT930,2,9,6,1815.7,1379.93,10894.2
SO - 0005440,20-05-2018,01-06-2018,45,Distributor,NZD,GUT930,69,1,11,917.9,706.78,10096.9
SO - 0007358,20-05-2018,06-06-2018,47,Wholesale,GBP,GUT930,8,7,6,3705.1,2964.08,22230.6
SO - 0007700,20-05-2018,02-06-2018,5,Wholesale,AUD,GUT930,61,7,8,850.9,578.61,6807.2
SO - 000942,21-05-2018,07-06-2018,1,Distributor,NZD,GUT930,7,2,9,1031.8,515.9,9286.2
SO - 0001185,21-05-2018,28-05-2018,8,Export,NZD,GUT930,97,5,7,3671.6,1652.22,25701.2
SO - 0001694,21-05-2018,06-06-2018,47,Wholesale,AUD,GUT930,9,5,7,1112.2,756.3,7785.4
SO - 0001765,21-05-2018,27-05-2018,3,Export,GBP,GUT930,24,7,9,1139.0,899.81,10251.0
SO - 0003206,21-05-2018,27-05-2018,41,Wholesale,GBP,GUT930,46,5,12,1058.6,476.37,12703.2
SO - 0003560,21-05-2018,24-05-2018,18,Distributor,AUD,GUT930,26,7,6,3819.0,2062.26,22914.0
SO - 0005074,21-05-2018,03-06-2018,18,Export,NZD,GUT930,17,3,10,214.4,109.34,2144.0
SO - 0005647,21-05-2018,31-05-2018,2,Wholesale,NZD,GUT930,43,2,7,2680.0,1206.0,18760.0
SO - 0005657,21-05-2018,25-05-2018,15,Wholesale,USD,GUT930,91,2,12,3484.0,2160.08,41808.0
SO - 0006495,21-05-2018,01-06-2018,25,Wholesale,USD,GUT930,13,11,9,1051.9,831.0,9467.1
SO - 0007630,21-05-2018,24-05-2018,2,Distributor,GBP,GUT930,16,3,11,227.8,100.23,2505.8
SO - 0002299,22-05-2018,07-06-2018,45,Wholesale,NZD,GUT930,94,7,5,2257.9,1422.48,11289.5
SO - 0002481,22-05-2018,03-06-2018,20,Wholesale,NZD,GUT930,18,3,6,2646.5,1667.3,15879.0
SO - 0003750,22-05-2018,31-05-2018,22,Wholesale,AUD,GUT930,14,12,7,1728.6,1175.45,12100.2
SO - 0004863,22-05-2018,04-06-2018,26,Export,AUD,GUT930,91,1,12,2324.9,1441.44,27898.8
SO - 000512,23-05-2018,02-06-2018,17,Distributor,USD,GUT930,53,1,9,241.2,135.07,2170.8
SO - 0002052,23-05-2018,30-05-2018,13,Export,NZD,GUT930,9,9,8,241.2,101.3,1929.6
SO - 0002251,23-05-2018,02-06-2018,19,Distributor,AUD,GUT930,63,2,5,1795.6,772.11,8978.0
SO - 0003505,23-05-2018,05-06-2018,13,Export,EUR,GUT930,1,2,7,1132.3,962.46,7926.1
SO - 0003852,23-05-2018,03-06-2018,40,Wholesale,EUR,GUT930,80,6,6,1929.6,1543.68,11577.6
SO - 0004674,23-05-2018,28-05-2018,19,Distributor,USD,GUT930,88,2,5,5413.6,2869.21,27068.0
SO - 0005492,23-05-2018,28-05-2018,2,Export,USD,GUT930,71,11,5,1078.7,852.17,5393.5
SO - 0006460,23-05-2018,29-05-2018,43,Distributor,AUD,GUT930,67,7,11,1058.6,889.22,11644.6
SO - 0007541,23-05-2018,28-05-2018,24,Wholesale,NZD,GUT930,36,1,10,924.6,499.28,9246.0
SO - 0007640,23-05-2018,04-06-2018,42,Wholesale,USD,GUT930,77,11,8,2385.2,1645.79,19081.6
SO - 0001619,24-05-2018,10-06-2018,20,Export,USD,GUT930,53,7,5,991.6,624.71,4958.0
SO - 0002159,24-05-2018,03-06-2018,39,Distributor,NZD,GUT930,100,7,11,1005.0,412.05,11055.0
SO - 0004395,24-05-2018,02-06-2018,17,Distributor,USD,GUT930,24,3,12,2626.4,1785.95,31516.8
SO - 0004578,24-05-2018,09-06-2018,21,Export,AUD,GUT930,79,7,7,938.0,515.9,6566.0
SO - 0005072,24-05-2018,09-06-2018,23,Wholesale,NZD,GUT930,81,11,9,3979.8,3024.65,35818.2
SO - 0006170,24-05-2018,28-05-2018,26,Wholesale,GBP,GUT930,43,13,5,938.0,684.74,4690.0
SO - 0006601,24-05-2018,06-06-2018,34,Wholesale,AUD,GUT930,46,9,8,3966.4,3133.46,31731.2
SO - 0007631,24-05-2018,31-05-2018,14,Distributor,USD,GUT930,86,5,8,1018.4,661.96,8147.2
SO - 0001095,25-05-2018,04-06-2018,18,Wholesale,AUD,GUT930,58,2,7,971.5,437.18,6800.5
SO - 0002978,25-05-2018,07-06-2018,29,Distributor,USD,GUT930,39,2,9,1078.7,744.3,9708.3
SO - 0004100,25-05-2018,02-06-2018,28,Wholesale,USD,GUT930,1,5,6,1018.4,478.65,6110.4
SO - 0005071,25-05-2018,02-06-2018,7,Export,EUR,GUT930,14,7,9,3919.5,2822.04,35275.5
SO - 0005842,25-05-2018,10-06-2018,17,Wholesale,NZD,GUT930,22,13,6,254.6,155.31,1527.6
SO - 0005928,25-05-2018,04-06-2018,38,Wholesale,NZD,GUT930,31,2,8,3906.1,2421.78,31248.8
SO - 0005993,25-05-2018,11-06-2018,34,Distributor,GBP,GUT930,93,11,5,1896.1,948.05,9480.5
SO - 000204,26-05-2018,04-06-2018,38,Wholesale,USD,GUT930,55,7,6,2532.6,2051.41,15195.6
SO - 0001430,26-05-2018,06-06-2018,39,Wholesale,USD,GUT930,72,2,8,221.1,181.3,1768.8
SO - 0002205,26-05-2018,29-05-2018,33,Wholesale,USD,GUT930,81,5,10,1105.5,884.4,11055.0
SO - 0003632,26-05-2018,02-06-2018,29,Distributor,NZD,GUT930,71,7,7,3597.9,2698.43,25185.3
SO - 0004071,26-05-2018,08-06-2018,27,Distributor,USD,GUT930,68,7,5,723.6,361.8,3618.0
SO - 0004213,26-05-2018,02-06-2018,40,Distributor,AUD,GUT930,19,11,11,1842.5,1123.93,20267.5
SO - 0006148,26-05-2018,03-06-2018,44,Wholesale,NZD,GUT930,11,2,12,1051.9,546.99,12622.8
SO - 0004170,27-05-2018,05-06-2018,3,Export,USD,GUT930,95,1,11,4006.6,3365.54,44072.6
SO - 0005022,27-05-2018,01-06-2018,24,Wholesale,EUR,GUT930,79,7,12,897.8,475.83,10773.6
SO - 0006853,27-05-2018,13-06-2018,48,Wholesale,EUR,GUT930,62,4,8,3912.8,3325.88,31302.4
SO - 0007937,27-05-2018,05-06-2018,17,Distributor,EUR,GUT930,79,2,11,5065.2,4102.81,55717.2
SO - 0001869,28-05-2018,09-06-2018,37,Distributor,NZD,GUT930,24,5,12,6545.9,2749.28,78550.8
SO - 0001941,28-05-2018,15-06-2018,34,Distributor,NZD,GUT930,19,11,12,1038.5,581.56,12462.0
SO - 0003409,28-05-2018,31-05-2018,37,Wholesale,USD,GUT930,91,7,9,1259.6,919.51,11336.4
SO - 0004062,28-05-2018,06-06-2018,42,Distributor,AUD,GUT930,72,2,6,5447.1,2614.61,32682.6
SO - 0006216,28-05-2018,11-06-2018,22,Wholesale,AUD,GUT930,29,7,9,1835.8,917.9,16522.2
SO - 0007845,28-05-2018,04-06-2018,6,Wholesale,NZD,GUT930,78,5,7,3283.0,1936.97,22981.0
SO - 0001473,29-05-2018,05-06-2018,31,Distributor,GBP,GUT930,13,5,7,2747.0,1785.55,19229.0
SO - 0002960,29-05-2018,14-06-2018,21,Export,AUD,GUT930,25,7,5,1232.8,653.38,6164.0
SO - 0003247,29-05-2018,16-06-2018,49,Export,AUD,GUT930,33,10,10,2405.3,1611.55,24053.0
SO - 0004451,29-05-2018,16-06-2018,10,Wholesale,GBP,GUT930,94,13,12,6559.3,5444.22,78711.6
SO - 0005992,29-05-2018,15-06-2018,30,Distributor,GBP,GUT930,3,11,7,743.7,557.78,5205.9
SO - 0006232,29-05-2018,06-06-2018,4,Distributor,USD,GUT930,70,10,6,3912.8,1604.25,23476.8
SO - 0006811,29-05-2018,06-06-2018,12,Distributor,AUD,GUT930,78,1,8,3879.3,1784.48,31034.4
SO - 0007738,29-05-2018,08-06-2018,23,Export,USD,GUT930,52,11,12,2820.7,1664.21,33848.4
SO - 000325,30-05-2018,10-06-2018,4,Wholesale,USD,GUT930,82,11,9,1078.7,722.73,9708.3
SO - 0004747,30-05-2018,11-06-2018,13,Distributor,USD,GUT930,1,2,8,1869.3,1476.75,14954.4
SO - 0005233,30-05-2018,14-06-2018,27,Export,NZD,GUT930,6,11,12,227.8,111.62,2733.6
SO - 0006030,30-05-2018,05-06-2018,48,Wholesale,NZD,GUT930,23,5,11,3685.0,2395.25,40535.0
SO - 0002612,31-05-2018,07-06-2018,33,Export,EUR,GUT930,16,3,7,1139.0,854.25,7973.0
SO - 0002996,31-05-2018,16-06-2018,38,Distributor,AUD,GUT930,74,11,10,5078.6,3605.81,50786.0
SO - 0003302,31-05-2018,05-06-2018,41,Wholesale,AUD,GUT930,84,7,9,3899.4,3002.54,35094.6
SO - 0003456,31-05-2018,09-06-2018,32,Wholesale,USD,GUT930,23,5,6,3926.2,2905.39,23557.2
SO - 0006156,31-05-2018,17-06-2018,34,Wholesale,USD,GUT930,46,1,12,1835.8,972.97,22029.6
SO - 000264,1-06-2018,15-06-2018,35,Distributor,NZD,GUT930,26,3,8,1118.9,850.36,8951.2
SO - 000285,1-06-2018,17-06-2018,4,Wholesale,NZD,GUT930,33,2,12,871.0,374.53,10452.0
SO - 0001568,1-06-2018,04-06-2018,25,Wholesale,NZD,GUT930,89,7,12,1695.1,678.04,20341.2
SO - 0002520,1-06-2018,19-06-2018,48,Wholesale,USD,GUT930,35,7,6,1098.8,604.34,6592.8
SO - 0003152,1-06-2018,15-06-2018,25,Wholesale,USD,GUT930,19,5,6,2338.3,1894.02,14029.8
SO - 0003179,1-06-2018,04-06-2018,48,Export,NZD,GUT930,97,12,11,1708.5,734.66,18793.5
SO - 0003819,1-06-2018,12-06-2018,17,Wholesale,NZD,GUT930,94,13,9,1098.8,802.12,9889.2
SO - 0004154,1-06-2018,13-06-2018,33,Distributor,NZD,GUT930,51,7,5,167.5,90.45,837.5
SO - 0004787,1-06-2018,07-06-2018,23,Wholesale,NZD,GUT930,10,1,6,3484.0,1567.8,20904.0
SO - 0007971,1-06-2018,17-06-2018,32,Wholesale,NZD,GUT930,34,6,11,6472.2,4012.76,71194.2
SO - 0001030,2-06-2018,09-06-2018,47,Export,USD,GUT930,74,9,12,2003.3,921.52,24039.6
SO - 0002783,2-06-2018,14-06-2018,41,Distributor,EUR,GUT930,61,1,5,167.5,117.25,837.5
SO - 0003434,2-06-2018,18-06-2018,35,Wholesale,AUD,GUT930,50,7,6,1065.3,724.4,6391.8
SO - 0004621,2-06-2018,14-06-2018,2,Distributor,USD,GUT930,25,11,12,2532.6,1595.54,30391.2
SO - 0006921,2-06-2018,10-06-2018,3,Wholesale,AUD,GUT930,91,2,10,227.8,95.68,2278.0
SO - 0007348,2-06-2018,19-06-2018,43,Wholesale,GBP,GUT930,64,7,11,1835.8,844.47,20193.8
SO - 0001950,3-06-2018,13-06-2018,28,Distributor,USD,GUT930,1,11,5,1293.1,956.89,6465.5
SO - 0002374,3-06-2018,15-06-2018,40,Wholesale,NZD,GUT930,17,6,8,2525.9,1591.32,20207.2
SO - 0003529,3-06-2018,08-06-2018,16,Wholesale,AUD,GUT930,13,7,12,2479.0,1065.97,29748.0
SO - 0005293,3-06-2018,18-06-2018,35,Wholesale,NZD,GUT930,40,11,10,1125.6,540.29,11256.0
SO - 0005979,3-06-2018,11-06-2018,40,Wholesale,NZD,GUT930,81,11,11,1172.5,492.45,12897.5
SO - 0007629,3-06-2018,12-06-2018,36,Distributor,USD,GUT930,83,2,8,1279.7,678.24,10237.6
SO - 0007693,3-06-2018,15-06-2018,40,Wholesale,NZD,GUT930,20,3,6,984.9,512.15,5909.4
SO - 000268,4-06-2018,08-06-2018,15,Distributor,USD,GUT930,24,2,10,1293.1,659.48,12931.0
SO - 0001678,4-06-2018,13-06-2018,34,Wholesale,GBP,GUT930,36,9,10,268.0,171.52,2680.0
SO - 0002214,4-06-2018,08-06-2018,49,Wholesale,AUD,GUT930,17,7,9,1889.4,944.7,17004.6
SO - 0003144,4-06-2018,08-06-2018,49,Distributor,EUR,GUT930,41,12,9,750.4,630.34,6753.6
SO - 0003266,4-06-2018,11-06-2018,24,Wholesale,USD,GUT930,13,2,5,207.7,153.7,1038.5
SO - 0004581,4-06-2018,21-06-2018,21,Distributor,USD,GUT930,36,9,8,3892.7,2296.69,31141.6
SO - 0005506,4-06-2018,07-06-2018,45,Distributor,AUD,GUT930,44,9,6,1701.8,816.86,10210.8
SO - 0007000,4-06-2018,17-06-2018,16,Wholesale,USD,GUT930,10,1,6,2619.7,2121.96,15718.2
SO - 000648,5-06-2018,14-06-2018,39,Wholesale,GBP,GUT930,88,2,7,1996.6,1237.89,13976.2
SO - 0002256,5-06-2018,14-06-2018,24,Wholesale,NZD,GUT930,92,4,6,911.2,501.16,5467.2
SO - 0005252,5-06-2018,13-06-2018,45,Wholesale,AUD,GUT930,57,5,10,2505.8,1603.71,25058.0
SO - 0005919,5-06-2018,23-06-2018,14,Wholesale,NZD,GUT930,47,2,9,3999.9,2159.95,35999.1
SO - 0005963,5-06-2018,17-06-2018,21,Distributor,AUD,GUT930,67,5,10,174.2,130.65,1742.0
SO - 0006089,5-06-2018,12-06-2018,2,Wholesale,EUR,GUT930,5,1,6,830.8,589.87,4984.8
SO - 0006581,5-06-2018,23-06-2018,42,Wholesale,NZD,GUT930,88,5,8,917.9,670.07,7343.2
SO - 0006856,5-06-2018,18-06-2018,21,Wholesale,NZD,GUT930,69,5,11,991.6,644.54,10907.6
SO - 000722,6-06-2018,16-06-2018,39,Distributor,USD,GUT930,84,1,7,2452.2,1054.45,17165.4
SO - 0001690,6-06-2018,12-06-2018,14,Distributor,NZD,GUT930,35,5,8,2552.7,1276.35,20421.6
SO - 0001973,6-06-2018,10-06-2018,26,Wholesale,USD,GUT930,90,2,7,3839.1,2802.54,26873.7
SO - 0002215,6-06-2018,23-06-2018,3,Export,USD,GUT930,20,14,6,221.1,114.97,1326.6
SO - 0002412,6-06-2018,18-06-2018,31,Wholesale,NZD,GUT930,85,5,6,1058.6,719.85,6351.6
SO - 0002550,6-06-2018,16-06-2018,31,Export,NZD,GUT930,93,9,10,1715.2,1337.86,17152.0
SO - 0003628,6-06-2018,14-06-2018,39,Wholesale,NZD,GUT930,55,7,5,750.4,607.82,3752.0
SO - 0005534,6-06-2018,18-06-2018,28,Wholesale,USD,GUT930,31,1,11,5460.5,4259.19,60065.5
SO - 0006533,6-06-2018,11-06-2018,50,Distributor,NZD,GUT930,60,1,11,6378.4,4783.8,70162.4
SO - 0007523,6-06-2018,14-06-2018,5,Wholesale,NZD,GUT930,68,2,12,2010.0,1005.0,24120.0
SO - 0001898,7-06-2018,11-06-2018,8,Wholesale,USD,GUT930,52,13,12,1748.7,821.89,20984.4
SO - 0001602,8-06-2018,11-06-2018,48,Distributor,NZD,GUT930,1,2,7,6157.3,4248.54,43101.1
SO - 0001618,8-06-2018,11-06-2018,18,Wholesale,NZD,GUT930,93,4,11,1762.1,1162.99,19383.1
SO - 0004053,8-06-2018,23-06-2018,19,Wholesale,AUD,GUT930,66,4,7,1105.5,795.96,7738.5
SO - 0004748,8-06-2018,23-06-2018,35,Distributor,USD,GUT930,91,5,7,1132.3,486.89,7926.1
SO - 0004923,8-06-2018,25-06-2018,11,Wholesale,AUD,GUT930,6,1,8,1949.7,1559.76,15597.6
SO - 0004936,8-06-2018,15-06-2018,49,Export,USD,GUT930,37,9,8,180.9,139.29,1447.2
SO - 0007577,8-06-2018,18-06-2018,50,Distributor,GBP,GUT930,85,13,12,1038.5,591.95,12462.0
SO - 0003521,9-06-2018,25-06-2018,46,Export,NZD,GUT930,12,6,5,1078.7,841.39,5393.5
SO - 0004424,9-06-2018,17-06-2018,29,Wholesale,AUD,GUT930,32,3,8,1762.1,775.32,14096.8
SO - 0004993,9-06-2018,21-06-2018,41,Distributor,NZD,GUT930,15,7,5,1105.5,718.58,5527.5
SO - 0005630,9-06-2018,13-06-2018,46,Export,USD,GUT930,7,7,9,2237.8,984.63,20140.2
SO - 0005754,9-06-2018,15-06-2018,35,Wholesale,NZD,GUT930,100,9,6,1058.6,793.95,6351.6
SO - 0006702,9-06-2018,17-06-2018,12,Wholesale,USD,GUT930,31,2,11,911.2,601.39,10023.2
SO - 0001784,10-06-2018,22-06-2018,12,Distributor,NZD,GUT930,51,7,9,214.4,109.34,1929.6
SO - 0001854,10-06-2018,20-06-2018,23,Wholesale,USD,GUT930,20,7,8,1051.9,662.7,8415.2
SO - 0002678,10-06-2018,15-06-2018,39,Export,NZD,GUT930,23,5,8,830.8,581.56,6646.4
SO - 0002877,10-06-2018,27-06-2018,23,Wholesale,NZD,GUT930,7,13,10,5406.9,3352.28,54069.0
SO - 0005231,10-06-2018,18-06-2018,11,Wholesale,AUD,GUT930,18,4,11,3852.5,1926.25,42377.5
SO - 0002834,11-06-2018,29-06-2018,32,Distributor,NZD,GUT930,62,1,10,2512.5,1306.5,25125.0
SO - 0003102,11-06-2018,19-06-2018,25,Wholesale,AUD,GUT930,95,2,10,2599.6,1195.82,25996.0
SO - 0006185,11-06-2018,20-06-2018,23,Distributor,USD,GUT930,20,7,8,1078.7,442.27,8629.6
SO - 0007492,11-06-2018,20-06-2018,14,Wholesale,NZD,GUT930,14,5,10,2981.5,1759.09,29815.0
SO - 000202,12-06-2018,26-06-2018,14,Wholesale,AUD,GUT930,93,7,7,5313.1,2656.55,37191.7
SO - 000313,12-06-2018,27-06-2018,35,Wholesale,NZD,GUT930,68,11,8,167.5,123.95,1340.0
SO - 0001279,12-06-2018,26-06-2018,45,Wholesale,AUD,GUT930,22,5,9,5936.2,3264.91,53425.8
SO - 0002163,12-06-2018,22-06-2018,5,Wholesale,NZD,GUT930,66,10,8,5808.9,3485.34,46471.2
SO - 0003012,12-06-2018,30-06-2018,41,Wholesale,USD,GUT930,90,2,11,3463.9,2528.65,38102.9
SO - 0004196,12-06-2018,24-06-2018,45,Distributor,NZD,GUT930,45,11,6,1011.7,829.59,6070.2
SO - 0005587,12-06-2018,20-06-2018,35,Export,NZD,GUT930,13,2,6,2572.8,2186.88,15436.8
SO - 0005628,12-06-2018,29-06-2018,42,Wholesale,NZD,GUT930,54,7,9,3892.7,2257.77,35034.3
SO - 0007245,12-06-2018,19-06-2018,47,Export,GBP,GUT930,66,2,8,2546.0,1196.62,20368.0
SO - 0008022,12-06-2018,17-06-2018,48,Wholesale,NZD,GUT930,17,13,5,3946.3,2683.48,19731.5
SO - 0001323,13-06-2018,21-06-2018,1,Distributor,NZD,GUT930,24,2,9,3155.7,1924.98,28401.3
SO - 0002352,13-06-2018,18-06-2018,17,Distributor,NZD,GUT930,67,5,5,1139.0,626.45,5695.0
SO - 0002659,13-06-2018,27-06-2018,20,Distributor,EUR,GUT930,16,8,12,5896.0,4127.2,70752.0
SO - 0003140,13-06-2018,23-06-2018,1,Wholesale,EUR,GUT930,29,9,5,2492.4,1694.83,12462.0
SO - 0003300,13-06-2018,18-06-2018,20,Wholesale,USD,GUT930,26,9,10,1018.4,539.75,10184.0
SO - 000243,14-06-2018,18-06-2018,27,Wholesale,NZD,GUT930,73,7,12,1299.8,922.86,15597.6
SO - 000497,14-06-2018,02-07-2018,29,Wholesale,NZD,GUT930,88,10,11,1279.7,1062.15,14076.7
SO - 0001798,14-06-2018,01-07-2018,35,Export,GBP,GUT930,69,13,9,241.2,108.54,2170.8
SO - 0007656,14-06-2018,19-06-2018,45,Distributor,AUD,GUT930,62,5,9,247.9,143.78,2231.1
SO - 000751,15-06-2018,18-06-2018,3,Export,NZD,GUT930,25,5,5,3242.8,1459.26,16214.0
SO - 0001315,15-06-2018,26-06-2018,29,Export,NZD,GUT930,78,7,7,2472.3,1310.32,17306.1
SO - 0002453,15-06-2018,01-07-2018,11,Export,USD,GUT930,82,7,5,1072.0,696.8,5360.0
SO - 0002706,15-06-2018,28-06-2018,47,Wholesale,GBP,GUT930,3,13,7,3731.9,1604.72,26123.3
SO - 0003437,15-06-2018,19-06-2018,44,Wholesale,EUR,GUT930,89,11,8,1051.9,715.29,8415.2
SO - 0004576,15-06-2018,25-06-2018,36,Export,AUD,GUT930,49,7,7,904.5,506.52,6331.5
SO - 0004872,15-06-2018,24-06-2018,4,Distributor,NZD,GUT930,7,11,8,5936.2,3027.46,47489.6
SO - 0005420,15-06-2018,30-06-2018,39,Export,NZD,GUT930,35,7,12,917.9,495.67,11014.8
SO - 0006104,15-06-2018,29-06-2018,32,Distributor,USD,GUT930,90,5,10,3999.9,2119.95,39999.0
SO - 0006965,15-06-2018,18-06-2018,45,Distributor,USD,GUT930,78,2,10,207.7,128.77,2077.0
SO - 0007758,15-06-2018,30-06-2018,20,Wholesale,GBP,GUT930,46,7,9,3088.7,2192.98,27798.3
SO - 0007983,15-06-2018,22-06-2018,8,Wholesale,NZD,GUT930,63,14,5,1065.3,617.87,5326.5
SO - 0008058,15-06-2018,26-06-2018,16,Distributor,USD,GUT930,94,9,8,1018.4,651.78,8147.2
SO - 000379,16-06-2018,28-06-2018,45,Distributor,NZD,GUT930,26,7,5,1018.4,794.35,5092.0
SO - 000918,16-06-2018,28-06-2018,7,Distributor,AUD,GUT930,48,13,10,2231.1,1026.31,22311.0
SO - 0001178,16-06-2018,30-06-2018,35,Distributor,NZD,GUT930,46,11,11,3852.5,2812.33,42377.5
SO - 0003711,16-06-2018,25-06-2018,14,Distributor,EUR,GUT930,6,7,10,3350.0,1641.5,33500.0
SO - 0003755,16-06-2018,19-06-2018,38,Distributor,GBP,GUT930,33,1,10,2579.5,2115.19,25795.0
SO - 0004488,16-06-2018,03-07-2018,39,Distributor,USD,GUT930,25,10,10,5674.9,4142.68,56749.0
SO - 0004713,16-06-2018,04-07-2018,7,Distributor,AUD,GUT930,53,2,7,1085.4,868.32,7597.8
SO - 0006128,16-06-2018,20-06-2018,17,Distributor,EUR,GUT930,99,9,8,2639.8,1689.47,21118.4
SO - 0007389,16-06-2018,24-06-2018,3,Distributor,EUR,GUT930,37,5,10,2458.9,2016.3,24589.0
